Date,Currency,Central Rate,Inflation Rate NG,Inflation Rate US,Crude Oil Price in USD
2017-08-23,US DOLLAR,305.25,16.01,1.9,52.02
2017-08-24,US DOLLAR,305.25,16.01,1.9,52.36
2017-08-25,US DOLLAR,305.3,16.01,1.9,52.07
2017-08-29,US DOLLAR,305.35,16.01,1.9,51.39
2017-08-30,US DOLLAR,305.35,16.01,1.9,51.48
2017-08-31,US DOLLAR,305.35,16.01,1.9,51.46
2017-09-05,US DOLLAR,305.4,15.98,2.2,53.43
2017-09-06,US DOLLAR,305.4,15.98,2.2,54.39
2017-09-07,US DOLLAR,305.45,15.98,2.2,55.08
2017-09-08,US DOLLAR,305.45,15.98,2.2,55.15
2017-09-11,US DOLLAR,305.5,15.98,2.2,54.5
2017-09-12,US DOLLAR,305.5,15.98,2.2,55.04
2017-09-13,US DOLLAR,305.5,15.98,2.2,55.75
2017-09-14,US DOLLAR,305.45,15.98,2.2,56.56
2017-09-15,US DOLLAR,305.45,15.98,2.2,56.98
2017-09-18,US DOLLAR,305.4,15.98,2.2,56.28
2017-09-19,US DOLLAR,305.4,15.98,2.2,56.62
2017-09-20,US DOLLAR,305.35,15.98,2.2,57.38
2017-09-21,US DOLLAR,305.35,15.98,2.2,57.48
2017-09-22,US DOLLAR,305.35,15.98,2.2,57.23
2017-09-25,US DOLLAR,305.3,15.98,2.2,59.34
2017-09-26,US DOLLAR,305.3,15.98,2.2,59.87
2017-09-27,US DOLLAR,305.3,15.98,2.2,59.92
2017-09-28,US DOLLAR,305.25,15.98,2.2,59.92
2017-09-29,US DOLLAR,305.25,15.98,2.2,59.04
2017-10-03,US DOLLAR,305.2,15.91,2.0,56.67
2017-10-04,US DOLLAR,305.2,15.91,2.0,56.51
2017-10-05,US DOLLAR,305.15,15.91,2.0,57.08
2017-10-06,US DOLLAR,305.15,15.91,2.0,56.76
2017-10-09,US DOLLAR,305.1,15.91,2.0,56.37
2017-10-10,US DOLLAR,305.1,15.91,2.0,56.79
2017-10-11,US DOLLAR,305.05,15.91,2.0,57.34
2017-10-12,US DOLLAR,305.05,15.91,2.0,56.91
2017-10-13,US DOLLAR,304.5,15.91,2.0,56.81
2017-10-16,US DOLLAR,305.05,15.91,2.0,58.47
2017-10-17,US DOLLAR,305.05,15.91,2.0,58.42
2017-10-18,US DOLLAR,305.1,15.91,2.0,59.0
2017-10-19,US DOLLAR,305.1,15.91,2.0,58.35
2017-10-20,US DOLLAR,305.15,15.91,2.0,58.08
2017-10-23,US DOLLAR,305.15,15.91,2.0,58.54
2017-10-24,US DOLLAR,305.2,15.91,2.0,58.24
2017-10-25,US DOLLAR,305.2,15.91,2.0,59.14
2017-10-26,US DOLLAR,305.25,15.91,2.0,59.11
2017-10-27,US DOLLAR,305.25,15.91,2.0,58.83
2017-10-30,US DOLLAR,305.3,15.91,2.0,61.24
2017-10-31,US DOLLAR,305.3,15.91,2.0,61.56
2017-11-01,US DOLLAR,305.35,15.9,2.2,62.36
2017-11-02,US DOLLAR,305.35,15.9,2.2,61.18
2017-11-03,US DOLLAR,305.4,15.9,2.2,61.82
2017-11-06,US DOLLAR,305.4,15.9,2.2,63.34
2017-11-07,US DOLLAR,305.4,15.9,2.2,65.28
2017-11-08,US DOLLAR,305.45,15.9,2.2,64.78
2017-11-09,US DOLLAR,305.45,15.9,2.2,64.45
2017-11-13,US DOLLAR,305.5,15.9,2.2,64.32
2017-11-14,US DOLLAR,305.5,15.9,2.2,62.99
2017-11-21,US DOLLAR,305.4,15.9,2.2,62.42
2017-11-22,US DOLLAR,305.4,15.9,2.2,63.72
2017-11-23,US DOLLAR,305.35,15.9,2.2,63.71
2017-11-24,US DOLLAR,305.35,15.9,2.2,64.23
2017-11-27,US DOLLAR,305.3,15.9,2.2,64.32
2017-11-28,US DOLLAR,305.3,15.9,2.2,64.07
2017-11-29,US DOLLAR,305.25,15.9,2.2,64.0
2017-11-30,US DOLLAR,305.5,15.9,2.2,64.97
2017-12-04,US DOLLAR,306.5,15.37,2.1,64.32
2017-12-05,US DOLLAR,306.35,15.37,2.1,63.53
2017-12-07,US DOLLAR,305.95,15.37,2.1,62.79
2017-12-08,US DOLLAR,305.9,15.37,2.1,63.68
2017-12-11,US DOLLAR,305.85,15.37,2.1,64.61
2017-12-12,US DOLLAR,305.8,15.37,2.1,67.05
2017-12-13,US DOLLAR,305.8,15.37,2.1,65.35
2017-12-14,US DOLLAR,305.75,15.37,2.1,64.12
2017-12-15,US DOLLAR,305.75,15.37,2.1,64.51
2017-12-18,US DOLLAR,305.7,15.37,2.1,64.46
2017-12-19,US DOLLAR,305.7,15.37,2.1,65.03
2017-12-20,US DOLLAR,305.65,15.37,2.1,64.59
2017-12-21,US DOLLAR,305.65,15.37,2.1,64.88
2017-12-22,US DOLLAR,305.65,15.37,2.1,64.81
2017-12-27,US DOLLAR,305.6,15.37,2.1,66.7
2017-12-28,US DOLLAR,305.55,15.37,2.1,66.37
2017-12-29,US DOLLAR,305.5,15.37,2.1,67.46
2018-01-02,US DOLLAR,305.5,15.13,2.1,67.45
2018-01-03,US DOLLAR,305.45,15.13,2.1,67.7
2018-01-04,US DOLLAR,305.45,15.13,2.1,68.76
2018-01-05,US DOLLAR,305.45,15.13,2.1,68.86
2018-01-08,US DOLLAR,305.4,15.13,2.1,68.65
2018-01-09,US DOLLAR,305.4,15.13,2.1,69.36
2018-01-10,US DOLLAR,305.35,15.13,2.1,70.75
2018-01-11,US DOLLAR,305.3,15.13,2.1,70.8
2018-01-12,US DOLLAR,305.3,15.13,2.1,70.33
2018-01-15,US DOLLAR,305.3,15.13,2.1,71.1
2018-01-16,US DOLLAR,305.25,15.13,2.1,70.72
2018-01-17,US DOLLAR,305.25,15.13,2.1,69.74
2018-01-18,US DOLLAR,305.2,15.13,2.1,70.03
2018-01-19,US DOLLAR,305.2,15.13,2.1,69.78
2018-01-22,US DOLLAR,305.15,15.13,2.1,69.38
2018-01-23,US DOLLAR,305.15,15.13,2.1,70.11
2018-01-24,US DOLLAR,305.1,15.13,2.1,70.49
2018-01-25,US DOLLAR,305.15,15.13,2.1,71.68
2018-01-26,US DOLLAR,305.15,15.13,2.1,71.5
2018-01-29,US DOLLAR,305.2,15.13,2.1,70.44
2018-01-30,US DOLLAR,305.2,15.13,2.1,69.0
2018-01-31,US DOLLAR,305.2,15.13,2.1,68.61
2018-02-01,US DOLLAR,305.25,14.33,2.2,69.97
2018-02-02,US DOLLAR,305.25,14.33,2.2,69.69
2018-02-05,US DOLLAR,305.3,14.33,2.2,68.01
2018-02-06,US DOLLAR,305.3,14.33,2.2,67.4
2018-02-07,US DOLLAR,305.35,14.33,2.2,67.67
2018-02-08,US DOLLAR,305.35,14.33,2.2,65.8
2018-02-09,US DOLLAR,305.35,14.33,2.2,64.79
2018-02-12,US DOLLAR,305.4,14.33,2.2,64.2
2018-02-13,US DOLLAR,305.4,14.33,2.2,62.48
2018-02-14,US DOLLAR,305.4,14.33,2.2,62.97
2018-02-15,US DOLLAR,305.45,14.33,2.2,64.29
2018-02-16,US DOLLAR,305.45,14.33,2.2,64.62
2018-02-19,US DOLLAR,305.5,14.33,2.2,65.51
2018-02-20,US DOLLAR,305.5,14.33,2.2,65.29
2018-02-21,US DOLLAR,305.5,14.33,2.2,65.42
2018-02-22,US DOLLAR,305.45,14.33,2.2,65.71
2018-02-23,US DOLLAR,305.45,14.33,2.2,66.89
2018-02-26,US DOLLAR,305.45,14.33,2.2,68.07
2018-02-27,US DOLLAR,305.4,14.33,2.2,68.54
2018-02-28,US DOLLAR,305.4,14.33,2.2,67.45
2018-03-01,US DOLLAR,305.35,13.34,2.4,65.78
2018-03-02,US DOLLAR,305.35,13.34,2.4,65.22
2018-03-05,US DOLLAR,305.35,13.34,2.4,66.13
2018-03-06,US DOLLAR,305.3,13.34,2.4,67.15
2018-03-07,US DOLLAR,305.3,13.34,2.4,66.67
2018-03-08,US DOLLAR,305.3,13.34,2.4,65.21
2018-03-09,US DOLLAR,305.3,13.34,2.4,65.29
2018-03-12,US DOLLAR,305.25,13.34,2.4,65.93
2018-03-13,US DOLLAR,305.2,13.34,2.4,65.57
2018-03-14,US DOLLAR,305.25,13.34,2.4,65.79
2018-03-15,US DOLLAR,305.25,13.34,2.4,65.11
2018-03-16,US DOLLAR,305.25,13.34,2.4,64.92
2018-03-19,US DOLLAR,305.2,13.34,2.4,64.92
2018-03-20,US DOLLAR,305.2,13.34,2.4,66.61
2018-03-21,US DOLLAR,305.2,13.34,2.4,68.11
2018-03-22,US DOLLAR,305.2,13.34,2.4,69.1
2018-03-23,US DOLLAR,305.2,13.34,2.4,70.45
2018-03-26,US DOLLAR,305.15,13.34,2.4,70.39
2018-03-27,US DOLLAR,305.15,13.34,2.4,70.43
2018-03-28,US DOLLAR,305.15,13.34,2.4,69.44
2018-03-29,US DOLLAR,305.15,13.34,2.4,69.04
2018-04-03,US DOLLAR,305.15,12.48,2.5,68.22
2018-04-04,US DOLLAR,305.1,12.48,2.5,67.08
2018-04-05,US DOLLAR,305.1,12.48,2.5,67.57
2018-04-06,US DOLLAR,305.1,12.48,2.5,67.54
2018-04-09,US DOLLAR,305.1,12.48,2.5,68.14
2018-04-10,US DOLLAR,305.05,12.48,2.5,70.52
2018-04-11,US DOLLAR,305.05,12.48,2.5,72.32
2018-04-12,US DOLLAR,305.05,12.48,2.5,72.87
2018-04-13,US DOLLAR,305.05,12.48,2.5,73.31
2018-04-16,US DOLLAR,305.1,12.48,2.5,73.39
2018-04-17,US DOLLAR,305.1,12.48,2.5,73.55
2018-04-18,US DOLLAR,305.1,12.48,2.5,74.23
2018-04-19,US DOLLAR,305.1,12.48,2.5,75.95
2018-04-23,US DOLLAR,305.15,12.48,2.5,75.93
2018-04-24,US DOLLAR,305.15,12.48,2.5,76.12
2018-04-25,US DOLLAR,305.15,12.48,2.5,75.78
2018-04-26,US DOLLAR,305.15,12.48,2.5,75.82
2018-04-27,US DOLLAR,305.15,12.48,2.5,76.64
2018-04-30,US DOLLAR,305.2,12.48,2.5,75.98
2018-05-02,US DOLLAR,305.2,11.61,2.8,75.14
2018-05-04,US DOLLAR,305.2,11.61,2.8,75.03
2018-05-08,US DOLLAR,305.25,11.61,2.8,76.86
2018-05-09,US DOLLAR,305.25,11.61,2.8,77.9
2018-05-10,US DOLLAR,305.25,11.61,2.8,78.67
2018-05-11,US DOLLAR,305.3,11.61,2.8,78.73
2018-05-14,US DOLLAR,305.3,11.61,2.8,78.32
2018-05-15,US DOLLAR,305.3,11.61,2.8,79.97
2018-05-16,US DOLLAR,305.35,11.61,2.8,78.89
2018-05-17,US DOLLAR,305.35,11.61,2.8,80.75
2018-05-18,US DOLLAR,305.35,11.61,2.8,80.08
2018-05-21,US DOLLAR,305.35,11.61,2.8,78.6
2018-05-22,US DOLLAR,305.4,11.61,2.8,80.25
2018-05-23,US DOLLAR,305.4,11.61,2.8,79.88
2018-05-25,US DOLLAR,305.4,11.61,2.8,77.89
2018-06-04,US DOLLAR,305.5,11.23,2.9,74.86
2018-06-05,US DOLLAR,305.5,11.23,2.9,73.4
2018-06-06,US DOLLAR,305.45,11.23,2.9,74.31
2018-06-07,US DOLLAR,305.45,11.23,2.9,75.22
2018-06-08,US DOLLAR,305.45,11.23,2.9,76.04
2018-06-11,US DOLLAR,305.4,11.23,2.9,75.2
2018-06-12,US DOLLAR,305.4,11.23,2.9,75.1
2018-06-13,US DOLLAR,305.4,11.23,2.9,75.24
2018-06-14,US DOLLAR,305.35,11.23,2.9,76.12
2018-06-19,US DOLLAR,305.35,11.23,2.9,75.82
2018-06-20,US DOLLAR,305.35,11.23,2.9,76.07
2018-06-21,US DOLLAR,305.3,11.23,2.9,73.3
2018-06-22,US DOLLAR,305.3,11.23,2.9,74.31
2018-06-25,US DOLLAR,305.3,11.23,2.9,74.08
2018-06-26,US DOLLAR,305.3,11.23,2.9,74.25
2018-06-27,US DOLLAR,305.25,11.23,2.9,76.2
2018-06-28,US DOLLAR,305.25,11.23,2.9,76.72
2018-07-02,US DOLLAR,305.25,11.14,2.9,77.11
2018-07-03,US DOLLAR,305.2,11.14,2.9,77.46
2018-07-04,US DOLLAR,305.2,11.14,2.9,77.49
2018-07-05,US DOLLAR,305.2,11.14,2.9,77.66
2018-07-06,US DOLLAR,305.2,11.14,2.9,76.48
2018-07-09,US DOLLAR,305.25,11.14,2.9,76.5
2018-07-10,US DOLLAR,305.25,11.14,2.9,78.74
2018-07-11,US DOLLAR,305.25,11.14,2.9,77.02
2018-07-12,US DOLLAR,305.3,11.14,2.9,73.68
2018-07-13,US DOLLAR,305.3,11.14,2.9,73.89
2018-07-16,US DOLLAR,305.3,11.14,2.9,73.16
2018-07-17,US DOLLAR,305.3,11.14,2.9,71.25
2018-07-18,US DOLLAR,305.35,11.14,2.9,71.3
2018-07-19,US DOLLAR,305.35,11.14,2.9,71.71
2018-07-20,US DOLLAR,305.35,11.14,2.9,72.35
2018-07-30,US DOLLAR,305.4,11.14,2.9,75.63
2018-07-31,US DOLLAR,305.35,11.14,2.9,75.37
2018-08-01,US DOLLAR,305.45,11.23,2.7,73.92
2018-08-02,US DOLLAR,305.45,11.23,2.7,72.96
2018-08-03,US DOLLAR,305.45,11.23,2.7,74.05
2018-08-06,US DOLLAR,305.5,11.23,2.7,73.99
2018-08-07,US DOLLAR,305.5,11.23,2.7,73.98
2018-08-08,US DOLLAR,305.5,11.23,2.7,72.98
2018-08-13,US DOLLAR,305.55,11.23,2.7,71.61
2018-08-14,US DOLLAR,305.55,11.23,2.7,72.18
2018-08-15,US DOLLAR,305.55,11.23,2.7,70.35
2018-08-16,US DOLLAR,305.6,11.23,2.7,69.61
2018-08-17,US DOLLAR,305.6,11.23,2.7,70.75
2018-08-20,US DOLLAR,305.6,11.23,2.7,71.05
2018-08-23,US DOLLAR,305.6,11.23,2.7,73.97
2018-08-24,US DOLLAR,305.6,11.23,2.7,75.41
2018-08-28,US DOLLAR,305.65,11.23,2.7,75.58
2018-08-29,US DOLLAR,305.65,11.23,2.7,76.36
2018-08-30,US DOLLAR,305.65,11.23,2.7,77.44
2018-08-31,US DOLLAR,305.65,11.23,2.7,77.76
2018-09-03,US DOLLAR,305.65,11.28,2.3,77.65
2018-09-04,US DOLLAR,305.7,11.28,2.3,79.31
2018-09-05,US DOLLAR,305.7,11.28,2.3,77.26
2018-09-06,US DOLLAR,305.7,11.28,2.3,77.45
2018-09-07,US DOLLAR,305.7,11.28,2.3,76.44
2018-09-10,US DOLLAR,305.75,11.28,2.3,77.36
2018-09-11,US DOLLAR,305.75,11.28,2.3,77.94
2018-09-12,US DOLLAR,305.75,11.28,2.3,79.52
2018-09-13,US DOLLAR,305.75,11.28,2.3,79.9
2018-09-14,US DOLLAR,305.75,11.28,2.3,78.22
2018-09-17,US DOLLAR,305.8,11.28,2.3,78.63
2018-09-18,US DOLLAR,305.8,11.28,2.3,79.41
2018-09-19,US DOLLAR,305.8,11.28,2.3,79.95
2018-09-20,US DOLLAR,305.8,11.28,2.3,80.06
2018-09-21,US DOLLAR,305.8,11.28,2.3,80.41
2018-09-24,US DOLLAR,305.85,11.28,2.3,81.32
2018-09-25,US DOLLAR,305.85,11.28,2.3,82.77
2018-09-26,US DOLLAR,305.85,11.28,2.3,82.1
2018-09-27,US DOLLAR,305.85,11.28,2.3,82.8
2018-09-28,US DOLLAR,305.85,11.28,2.3,82.65
2018-10-02,US DOLLAR,305.9,11.26,2.5,86.01
2018-10-03,US DOLLAR,305.9,11.26,2.5,86.31
2018-10-04,US DOLLAR,305.9,11.26,2.5,87.35
2018-10-05,US DOLLAR,305.9,11.26,2.5,85.83
2018-10-08,US DOLLAR,305.95,11.26,2.5,84.28
2018-10-09,US DOLLAR,305.95,11.26,2.5,86.17
2018-10-10,US DOLLAR,305.95,11.26,2.5,85.82
2018-10-11,US DOLLAR,305.95,11.26,2.5,82.82
2018-10-12,US DOLLAR,305.95,11.26,2.5,82.03
2018-10-15,US DOLLAR,306.0,11.26,2.5,81.96
2018-10-16,US DOLLAR,306.0,11.26,2.5,81.5
2018-10-17,US DOLLAR,306.0,11.26,2.5,81.75
2018-10-18,US DOLLAR,306.0,11.26,2.5,80.15
2018-10-19,US DOLLAR,306.0,11.26,2.5,81.7
2018-10-22,US DOLLAR,306.05,11.26,2.5,81.14
2018-10-23,US DOLLAR,306.05,11.26,2.5,79.94
2018-10-24,US DOLLAR,306.05,11.26,2.5,78.33
2018-10-25,US DOLLAR,306.05,11.26,2.5,77.91
2018-10-26,US DOLLAR,306.05,11.26,2.5,77.8
2018-10-29,US DOLLAR,306.1,11.26,2.5,78.56
2018-10-30,US DOLLAR,306.1,11.26,2.5,77.71
2018-10-31,US DOLLAR,306.1,11.26,2.5,76.62
2018-11-01,US DOLLAR,306.1,11.28,2.2,74.98
2018-11-02,US DOLLAR,306.1,11.28,2.2,72.54
2018-11-05,US DOLLAR,306.15,11.28,2.2,72.54
2018-11-06,US DOLLAR,306.15,11.28,2.2,73.28
2018-11-07,US DOLLAR,306.15,11.28,2.2,72.98
2018-11-08,US DOLLAR,306.15,11.28,2.2,72.21
2018-11-09,US DOLLAR,306.15,11.28,2.2,69.03
2018-11-12,US DOLLAR,306.2,11.28,2.2,71.4
2018-11-13,US DOLLAR,306.2,11.28,2.2,69.14
2018-11-14,US DOLLAR,306.2,11.28,2.2,65.97
2018-11-15,US DOLLAR,306.2,11.28,2.2,66.18
2018-11-16,US DOLLAR,306.2,11.28,2.2,67.68
2018-11-19,US DOLLAR,306.25,11.28,2.2,66.01
2018-11-21,US DOLLAR,306.25,11.28,2.2,62.73
2018-11-22,US DOLLAR,306.25,11.28,2.2,62.69
2018-11-23,US DOLLAR,306.25,11.28,2.2,60.26
2018-11-26,US DOLLAR,306.3,11.28,2.2,60.27
2018-11-27,US DOLLAR,306.3,11.28,2.2,60.59
2018-11-28,US DOLLAR,306.3,11.28,2.2,60.31
2018-11-29,US DOLLAR,306.3,11.28,2.2,58.7
2018-11-30,US DOLLAR,306.3,11.28,2.2,58.96
2018-12-03,US DOLLAR,306.35,11.44,1.9,61.71
2018-12-04,US DOLLAR,306.35,11.44,1.9,62.62
2018-12-05,US DOLLAR,306.35,11.44,1.9,61.93
2018-12-06,US DOLLAR,306.35,11.44,1.9,59.71
2018-12-07,US DOLLAR,306.35,11.44,1.9,59.81
2018-12-10,US DOLLAR,306.4,11.44,1.9,60.81
2018-12-11,US DOLLAR,306.4,11.44,1.9,60.5
2018-12-12,US DOLLAR,306.4,11.44,1.9,60.75
2018-12-13,US DOLLAR,306.4,11.44,1.9,59.55
2018-12-14,US DOLLAR,306.4,11.44,1.9,60.31
2018-12-17,US DOLLAR,306.45,11.44,1.9,59.9
2018-12-18,US DOLLAR,306.45,11.44,1.9,57.12
2018-12-19,US DOLLAR,306.45,11.44,1.9,55.67
2018-12-20,US DOLLAR,306.45,11.44,1.9,54.4
2018-12-21,US DOLLAR,306.45,11.44,1.9,52.42
2018-12-27,US DOLLAR,306.5,11.44,1.9,66.7
2018-12-28,US DOLLAR,306.5,11.44,1.9,51.9
2018-12-31,US DOLLAR,306.5,11.44,1.9,67.46
2019-01-02,US DOLLAR,306.45,11.37,1.6,52.63
2019-01-03,US DOLLAR,306.45,11.37,1.6,54.75
2019-01-04,US DOLLAR,306.45,11.37,1.6,56.82
2019-01-07,US DOLLAR,306.4,11.37,1.6,56.97
2019-01-08,US DOLLAR,306.4,11.37,1.6,56.76
2019-01-09,US DOLLAR,306.4,11.37,1.6,58.39
2019-01-10,US DOLLAR,306.4,11.37,1.6,59.78
2019-01-11,US DOLLAR,306.4,11.37,1.6,60.6
2019-01-14,US DOLLAR,306.35,11.37,1.6,59.53
2019-01-15,US DOLLAR,306.35,11.37,1.6,59.54
2019-01-16,US DOLLAR,306.35,11.37,1.6,60.61
2019-01-17,US DOLLAR,306.35,11.37,1.6,60.62
2019-01-18,US DOLLAR,306.35,11.37,1.6,61.94
2019-01-21,US DOLLAR,306.3,11.37,1.6,63.27
2019-01-22,US DOLLAR,306.3,11.37,1.6,62.77
2019-01-23,US DOLLAR,306.3,11.37,1.6,62.79
2019-01-24,US DOLLAR,306.3,11.37,1.6,62.01
2019-01-25,US DOLLAR,306.3,11.37,1.6,62.52
2019-01-28,US DOLLAR,306.25,11.37,1.6,61.72
2019-01-29,US DOLLAR,306.25,11.37,1.6,61.76
2019-01-30,US DOLLAR,306.25,11.37,1.6,62.53
2019-01-31,US DOLLAR,306.25,11.37,1.6,62.69
2019-02-01,US DOLLAR,306.25,11.31,1.5,62.45
2019-02-04,US DOLLAR,306.25,11.31,1.5,63.74
2019-02-05,US DOLLAR,306.2,11.31,1.5,63.6
2019-02-06,US DOLLAR,306.2,11.31,1.5,62.53
2019-02-07,US DOLLAR,306.2,11.31,1.5,63.17
2019-02-08,US DOLLAR,306.2,11.31,1.5,62.68
2019-02-11,US DOLLAR,306.2,11.31,1.5,62.63
2019-02-12,US DOLLAR,306.25,11.31,1.5,63.92
2019-02-13,US DOLLAR,306.25,11.31,1.5,64.43
2019-02-14,US DOLLAR,306.25,11.31,1.5,65.12
2019-02-15,US DOLLAR,306.25,11.31,1.5,66.68
2019-02-18,US DOLLAR,306.3,11.31,1.5,67.37
2019-02-19,US DOLLAR,306.3,11.31,1.5,67.46
2019-02-20,US DOLLAR,306.3,11.31,1.5,67.14
2019-02-21,US DOLLAR,306.3,11.31,1.5,68.11
2019-02-22,US DOLLAR,306.3,11.31,1.5,68.42
2019-02-25,US DOLLAR,306.35,11.31,1.5,67.37
2019-02-26,US DOLLAR,306.35,11.31,1.5,65.34
2019-02-27,US DOLLAR,306.35,11.31,1.5,66.24
2019-02-28,US DOLLAR,306.35,11.31,1.5,66.23
2019-03-01,US DOLLAR,306.35,11.25,1.9,66.9
2019-03-04,US DOLLAR,306.4,11.25,1.9,66.03
2019-03-05,US DOLLAR,306.4,11.25,1.9,65.89
2019-03-06,US DOLLAR,306.4,11.25,1.9,65.73
2019-03-07,US DOLLAR,306.4,11.25,1.9,67.02
2019-03-08,US DOLLAR,306.4,11.25,1.9,65.48
2019-03-11,US DOLLAR,306.45,11.25,1.9,66.71
2019-03-12,US DOLLAR,306.45,11.25,1.9,67.55
2019-03-13,US DOLLAR,306.45,11.25,1.9,67.49
2019-03-14,US DOLLAR,306.45,11.25,1.9,68.13
2019-03-15,US DOLLAR,306.45,11.25,1.9,67.47
2019-03-18,US DOLLAR,306.45,11.25,1.9,68.21
2019-03-19,US DOLLAR,306.4,11.25,1.9,69.07
2019-03-20,US DOLLAR,306.4,11.25,1.9,68.94
2019-03-21,US DOLLAR,306.4,11.25,1.9,70.04
2019-03-22,US DOLLAR,306.4,11.25,1.9,68.91
2019-03-25,US DOLLAR,306.45,11.25,1.9,68.32
2019-03-26,US DOLLAR,306.45,11.25,1.9,69.64
2019-03-27,US DOLLAR,306.45,11.25,1.9,69.39
2019-03-28,US DOLLAR,306.45,11.25,1.9,68.26
2019-03-29,US DOLLAR,306.45,11.25,1.9,69.02
2019-04-01,US DOLLAR,306.45,11.37,2.0,70.11
2019-04-02,US DOLLAR,306.5,11.37,2.0,71.05
2019-04-03,US DOLLAR,306.5,11.37,2.0,71.58
2019-04-04,US DOLLAR,306.5,11.37,2.0,71.18
2019-04-05,US DOLLAR,306.5,11.37,2.0,71.13
2019-04-08,US DOLLAR,306.5,11.37,2.0,72.48
2019-04-09,US DOLLAR,306.5,11.37,2.0,72.84
2019-04-10,US DOLLAR,306.5,11.37,2.0,72.89
2019-04-11,US DOLLAR,306.5,11.37,2.0,73.15
2019-04-12,US DOLLAR,306.5,11.37,2.0,73.28
2019-04-15,US DOLLAR,306.45,11.37,2.0,72.81
2019-04-16,US DOLLAR,306.45,11.37,2.0,72.69
2019-04-17,US DOLLAR,306.45,11.37,2.0,73.17
2019-04-23,US DOLLAR,306.4,11.37,2.0,74.94
2019-04-24,US DOLLAR,306.4,11.37,2.0,75.91
2019-04-25,US DOLLAR,306.4,11.37,2.0,75.93
2019-04-26,US DOLLAR,306.4,11.37,2.0,74.3
2019-04-29,US DOLLAR,306.45,11.37,2.0,72.62
2019-04-30,US DOLLAR,306.45,11.37,2.0,73.72
2019-05-02,US DOLLAR,306.45,11.4,1.8,73.11
2019-05-03,US DOLLAR,306.45,11.4,1.8,72.72
2019-05-07,US DOLLAR,306.5,11.4,1.8,72.23
2019-05-08,US DOLLAR,306.5,11.4,1.8,71.92
2019-05-09,US DOLLAR,306.5,11.4,1.8,71.94
2019-05-10,US DOLLAR,306.5,11.4,1.8,72.72
2019-05-13,US DOLLAR,306.45,11.4,1.8,73.89
2019-05-14,US DOLLAR,306.45,11.4,1.8,73.88
2019-05-15,US DOLLAR,306.45,11.4,1.8,73.67
2019-05-16,US DOLLAR,306.45,11.4,1.8,74.9
2019-05-17,US DOLLAR,306.45,11.4,1.8,75.76
2019-08-07,US DOLLAR,306.4,11.02,1.7,56.73
2019-08-08,US DOLLAR,306.4,11.02,1.7,57.99
2019-08-09,US DOLLAR,306.4,11.02,1.7,59.27
2019-08-14,US DOLLAR,306.4,11.02,1.7,59.76
2019-08-15,US DOLLAR,306.4,11.02,1.7,59.37
2019-08-16,US DOLLAR,306.4,11.02,1.7,61.3
2019-08-19,US DOLLAR,306.45,11.02,1.7,62.09
2019-08-20,US DOLLAR,306.45,11.02,1.7,61.33
2019-08-21,US DOLLAR,306.45,11.02,1.7,62.9
2019-08-22,US DOLLAR,306.45,11.02,1.7,61.91
2019-08-23,US DOLLAR,306.45,11.02,1.7,60.79
2019-08-27,US DOLLAR,306.5,11.02,1.7,60.59
2019-08-28,US DOLLAR,306.5,11.02,1.7,62.57
2019-08-29,US DOLLAR,306.5,11.02,1.7,62.74
2019-08-30,US DOLLAR,306.5,11.02,1.7,63.19
2019-09-02,US DOLLAR,306.45,11.24,1.7,60.4
2019-09-03,US DOLLAR,306.45,11.24,1.7,59.78
2019-09-04,US DOLLAR,306.45,11.24,1.7,62.53
2019-09-05,US DOLLAR,306.4,11.24,1.7,65.1
2019-09-06,US DOLLAR,306.4,11.24,1.7,63.63
2019-09-09,US DOLLAR,306.4,11.24,1.7,66.34
2019-09-10,US DOLLAR,306.35,11.24,1.7,67.02
2019-09-11,US DOLLAR,306.35,11.24,1.7,65.57
2019-09-12,US DOLLAR,306.35,11.24,1.7,63.36
2019-09-13,US DOLLAR,306.4,11.24,1.7,63.85
2019-09-16,US DOLLAR,306.4,11.24,1.7,71.02
2019-09-17,US DOLLAR,306.4,11.24,1.7,68.19
2019-09-18,US DOLLAR,306.4,11.24,1.7,66.89
2019-09-19,US DOLLAR,306.4,11.24,1.7,66.85
2019-09-23,US DOLLAR,306.45,11.24,1.7,67.36
2019-09-24,US DOLLAR,306.45,11.24,1.7,66.96
2019-09-25,US DOLLAR,306.45,11.24,1.7,65.01
2019-09-26,US DOLLAR,306.45,11.24,1.7,64.68
2019-09-27,US DOLLAR,306.45,11.24,1.7,65.03
2019-09-30,US DOLLAR,306.5,11.24,1.7,63.54
2019-10-02,US DOLLAR,306.5,11.61,1.8,60.47
2019-10-03,US DOLLAR,306.5,11.61,1.8,60.46
2019-10-04,US DOLLAR,306.5,11.61,1.8,61.58
2019-10-07,US DOLLAR,306.5,11.61,1.8,61.9
2019-10-08,US DOLLAR,306.5,11.61,1.8,60.49
2019-10-09,US DOLLAR,306.5,11.61,1.8,62.05
2019-10-10,US DOLLAR,306.45,11.61,1.8,61.43
2019-10-11,US DOLLAR,306.45,11.61,1.8,60.64
2019-10-14,US DOLLAR,306.45,11.61,1.8,58.56
2019-10-15,US DOLLAR,306.45,11.61,1.8,59.24
2019-10-16,US DOLLAR,306.4,11.61,1.8,60.4
2019-10-17,US DOLLAR,306.4,11.61,1.8,60.86
