Date,Currency,Central Rate,Inflation Rate NG,Inflation Rate US,Crude Oil Price in USD
2013-11-15,US DOLLAR,155.2,7.9,1.2,111.61
2013-11-18,US DOLLAR,155.2,7.9,1.2,111.62
2013-11-19,US DOLLAR,155.2,7.9,1.2,111.91
2013-11-20,US DOLLAR,155.23,7.9,1.2,110.5
2013-11-21,US DOLLAR,155.23,7.9,1.2,112.11
2013-11-22,US DOLLAR,155.23,7.9,1.2,114.49
2013-11-25,US DOLLAR,155.22,7.9,1.2,113.8
2013-11-26,US DOLLAR,155.22,7.9,1.2,115.41
2013-11-27,US DOLLAR,155.22,7.9,1.2,115.43
2013-11-28,US DOLLAR,155.22,7.9,1.2,115.09
2013-11-29,US DOLLAR,155.22,7.9,1.2,114.94
2013-12-02,US DOLLAR,155.23,8.0,1.5,112.55
2013-12-03,US DOLLAR,155.23,8.0,1.5,114.47
2013-12-04,US DOLLAR,155.23,8.0,1.5,115.08
2013-12-05,US DOLLAR,155.23,8.0,1.5,114.67
2013-12-06,US DOLLAR,155.23,8.0,1.5,114.14
2013-12-09,US DOLLAR,155.23,8.0,1.5,113.44
2013-12-10,US DOLLAR,155.23,8.0,1.5,112.23
2013-12-11,US DOLLAR,155.23,8.0,1.5,109.91
2013-12-12,US DOLLAR,155.23,8.0,1.5,111.51
2013-12-13,US DOLLAR,155.23,8.0,1.5,110.85
2013-12-17,US DOLLAR,155.22,8.0,1.5,111.13
2013-12-18,US DOLLAR,155.2,8.0,1.5,111.19
2013-12-19,US DOLLAR,155.2,8.0,1.5,112.16
2013-12-20,US DOLLAR,155.2,8.0,1.5,111.99
2013-12-23,US DOLLAR,155.2,8.0,1.5,114.56
2013-12-24,US DOLLAR,155.2,8.0,1.5,113.94
2013-12-27,US DOLLAR,155.2,8.0,1.5,113.86
2013-12-30,US DOLLAR,155.2,8.0,1.5,113.79
2013-12-31,US DOLLAR,155.2,8.0,1.5,112.75
2014-01-02,US DOLLAR,155.2,8.0,1.6,111.8
2014-01-03,US DOLLAR,155.2,8.0,1.6,109.53
2014-01-06,US DOLLAR,155.22,8.0,1.6,109.21
2014-01-07,US DOLLAR,155.22,8.0,1.6,109.0
2014-01-08,US DOLLAR,155.22,8.0,1.6,109.39
2014-01-09,US DOLLAR,155.22,8.0,1.6,109.69
2014-01-10,US DOLLAR,155.22,8.0,1.6,109.06
2014-01-13,US DOLLAR,155.22,8.0,1.6,109.07
2014-01-15,US DOLLAR,155.24,8.0,1.6,108.96
2014-01-16,US DOLLAR,155.24,8.0,1.6,109.51
2014-01-17,US DOLLAR,155.24,8.0,1.6,109.45
2014-01-20,US DOLLAR,155.24,8.0,1.6,109.86
2014-01-21,US DOLLAR,155.24,8.0,1.6,111.18
2014-01-22,US DOLLAR,155.25,8.0,1.6,111.65
2014-01-23,US DOLLAR,155.25,8.0,1.6,111.69
2014-01-24,US DOLLAR,155.25,8.0,1.6,110.96
2014-01-27,US DOLLAR,155.25,8.0,1.6,110.96
2014-01-28,US DOLLAR,155.25,8.0,1.6,110.96
2014-01-29,US DOLLAR,155.25,8.0,1.6,111.15
2014-01-30,US DOLLAR,155.25,8.0,1.6,110.31
2014-01-31,US DOLLAR,155.25,8.0,1.6,110.02
2014-02-03,US DOLLAR,155.25,7.7,1.1,109.4
2014-02-04,US DOLLAR,155.25,7.7,1.1,109.51
2014-02-05,US DOLLAR,155.25,7.7,1.1,109.17
2014-02-06,US DOLLAR,155.25,7.7,1.1,110.31
2014-02-07,US DOLLAR,155.25,7.7,1.1,111.01
2014-02-10,US DOLLAR,155.25,7.7,1.1,112.08
2014-02-11,US DOLLAR,155.25,7.7,1.1,112.21
2014-02-12,US DOLLAR,155.25,7.7,1.1,111.59
2014-02-13,US DOLLAR,155.25,7.7,1.1,110.32
2014-02-14,US DOLLAR,155.25,7.7,1.1,110.72
2014-02-17,US DOLLAR,155.25,7.7,1.1,111.56
2014-02-18,US DOLLAR,155.25,7.7,1.1,112.2
2014-02-19,US DOLLAR,155.25,7.7,1.1,112.63
2014-02-20,US DOLLAR,155.25,7.7,1.1,112.1
2014-02-21,US DOLLAR,155.25,7.7,1.1,111.91
2014-02-24,US DOLLAR,155.25,7.7,1.1,111.11
2014-02-25,US DOLLAR,155.25,7.7,1.1,111.39
2014-02-26,US DOLLAR,155.25,7.7,1.1,110.76
2014-02-27,US DOLLAR,155.25,7.7,1.1,110.46
2014-02-28,US DOLLAR,155.25,7.7,1.1,110.38
2014-03-03,US DOLLAR,155.25,7.8,1.5,113.35
2014-03-04,US DOLLAR,155.25,7.8,1.5,111.52
2014-03-05,US DOLLAR,155.25,7.8,1.5,110.58
2014-03-06,US DOLLAR,155.25,7.8,1.5,109.88
2014-03-07,US DOLLAR,155.25,7.8,1.5,111.02
2014-03-10,US DOLLAR,155.25,7.8,1.5,110.26
2014-03-11,US DOLLAR,155.25,7.8,1.5,110.38
2014-03-12,US DOLLAR,155.24,7.8,1.5,109.92
2014-03-13,US DOLLAR,155.24,7.8,1.5,109.94
2014-03-14,US DOLLAR,155.24,7.8,1.5,109.51
2014-03-17,US DOLLAR,155.24,7.8,1.5,109.0
2014-03-18,US DOLLAR,155.24,7.8,1.5,108.57
2014-03-19,US DOLLAR,155.24,7.8,1.5,107.99
2014-03-20,US DOLLAR,155.24,7.8,1.5,107.66
2014-03-21,US DOLLAR,155.24,7.8,1.5,109.26
2014-03-24,US DOLLAR,155.24,7.8,1.5,108.88
2014-03-25,US DOLLAR,155.24,7.8,1.5,108.81
2014-03-26,US DOLLAR,155.24,7.8,1.5,108.7
2014-03-27,US DOLLAR,155.24,7.8,1.5,108.55
2014-03-28,US DOLLAR,155.24,7.8,1.5,109.1
2014-03-31,US DOLLAR,155.24,7.8,1.5,108.53
2014-04-01,US DOLLAR,155.24,7.9,2.0,108.62
2014-04-02,US DOLLAR,155.24,7.9,2.0,106.21
2014-04-03,US DOLLAR,155.24,7.9,2.0,106.7
2014-04-04,US DOLLAR,155.24,7.9,2.0,108.74
2014-04-07,US DOLLAR,155.24,7.9,2.0,108.18
2014-04-08,US DOLLAR,155.24,7.9,2.0,108.01
2014-04-09,US DOLLAR,155.24,7.9,2.0,109.72
2014-04-10,US DOLLAR,155.24,7.9,2.0,109.68
2014-04-11,US DOLLAR,155.24,7.9,2.0,109.41
2014-04-14,US DOLLAR,155.23,7.9,2.0,110.16
2014-04-15,US DOLLAR,155.23,7.9,2.0,110.89
2014-04-16,US DOLLAR,155.23,7.9,2.0,112.41
2014-04-17,US DOLLAR,155.23,7.9,2.0,113.63
2014-04-22,US DOLLAR,155.23,7.9,2.0,111.62
2014-04-23,US DOLLAR,155.23,7.9,2.0,111.47
2014-04-24,US DOLLAR,155.23,7.9,2.0,111.7
2014-04-25,US DOLLAR,155.23,7.9,2.0,112.06
2014-04-28,US DOLLAR,155.23,7.9,2.0,112.54
2014-04-28,US DOLLAR,155.23,7.9,2.0,112.17
2014-04-29,US DOLLAR,155.23,7.9,2.0,111.9
2014-04-30,US DOLLAR,155.23,7.9,2.0,111.4
2014-05-02,US DOLLAR,155.23,8.0,2.1,111.54
2014-05-05,US DOLLAR,155.23,8.0,2.1,111.81
2014-05-09,US DOLLAR,155.23,8.0,2.1,111.57
2014-05-12,US DOLLAR,155.23,8.0,2.1,111.2
2014-05-13,US DOLLAR,155.23,8.0,2.1,111.3
2014-05-14,US DOLLAR,155.23,8.0,2.1,112.21
2014-05-15,US DOLLAR,155.23,8.0,2.1,112.38
2014-05-16,US DOLLAR,155.23,8.0,2.1,111.73
2014-05-19,US DOLLAR,155.23,8.0,2.1,113.42
2014-05-20,US DOLLAR,155.23,8.0,2.1,113.08
2014-05-21,US DOLLAR,155.23,8.0,2.1,113.5
2014-05-22,US DOLLAR,155.23,8.0,2.1,113.89
2014-05-23,US DOLLAR,155.23,8.0,2.1,113.16
2014-05-26,US DOLLAR,155.23,8.0,2.1,112.34
2014-05-27,US DOLLAR,155.23,8.0,2.1,112.35
2014-05-30,US DOLLAR,155.23,8.0,2.1,111.86
2014-06-02,US DOLLAR,155.23,8.2,2.1,111.95
2014-06-03,US DOLLAR,155.23,8.2,2.1,111.65
2014-06-04,US DOLLAR,155.23,8.2,2.1,112.1
2014-06-05,US DOLLAR,155.23,8.2,2.1,111.1
2014-06-06,US DOLLAR,155.23,8.2,2.1,111.63
2014-06-09,US DOLLAR,155.23,8.2,2.1,112.71
2014-06-10,US DOLLAR,155.23,8.2,2.1,113.25
2014-06-11,US DOLLAR,155.23,8.2,2.1,112.41
2014-06-12,US DOLLAR,155.23,8.2,2.1,114.32
2014-06-13,US DOLLAR,155.23,8.2,2.1,116.05
2014-06-16,US DOLLAR,155.23,8.2,2.1,114.99
2014-06-17,US DOLLAR,155.23,8.2,2.1,115.87
2014-06-18,US DOLLAR,155.23,8.2,2.1,116.54
2014-06-19,US DOLLAR,155.23,8.2,2.1,116.99
2014-06-20,US DOLLAR,155.23,8.2,2.1,117.7
2014-06-23,US DOLLAR,155.23,8.2,2.1,116.96
2014-06-24,US DOLLAR,155.23,8.2,2.1,116.57
2014-06-25,US DOLLAR,155.23,8.2,2.1,115.42
2014-06-26,US DOLLAR,155.23,8.2,2.1,115.42
2014-06-27,US DOLLAR,155.23,8.2,2.1,115.44
2014-06-30,US DOLLAR,155.23,8.2,2.1,114.74
2014-07-01,US DOLLAR,155.23,8.3,2.0,113.58
2014-07-02,US DOLLAR,155.23,8.3,2.0,112.85
2014-07-03,US DOLLAR,155.23,8.3,2.0,111.93
2014-07-04,US DOLLAR,155.23,8.3,2.0,111.61
2014-07-07,US DOLLAR,155.23,8.3,2.0,111.6
2014-07-08,US DOLLAR,155.23,8.3,2.0,110.64
2014-07-09,US DOLLAR,155.23,8.3,2.0,109.68
2014-07-10,US DOLLAR,155.23,8.3,2.0,109.03
2014-07-11,US DOLLAR,155.23,8.3,2.0,108.75
2014-07-14,US DOLLAR,155.23,8.3,2.0,108.27
2014-07-15,US DOLLAR,155.23,8.3,2.0,106.35
2014-07-16,US DOLLAR,155.23,8.3,2.0,107.8
2014-07-17,US DOLLAR,155.23,8.3,2.0,109.07
2014-07-18,US DOLLAR,155.23,8.3,2.0,108.94
2014-07-21,US DOLLAR,155.23,8.3,2.0,107.75
2014-07-22,US DOLLAR,155.23,8.3,2.0,109.08
2014-07-23,US DOLLAR,155.23,8.3,2.0,109.07
2014-07-24,US DOLLAR,155.23,8.3,2.0,109.3
2014-07-25,US DOLLAR,155.23,8.3,2.0,108.3
2014-07-30,US DOLLAR,155.23,8.3,2.0,109.56
2014-07-31,US DOLLAR,155.23,8.3,2.0,107.95
2014-08-01,US DOLLAR,155.23,8.5,1.7,105.71
2014-08-04,US DOLLAR,155.23,8.5,1.7,104.42
2014-08-05,US DOLLAR,155.23,8.5,1.7,104.44
2014-08-06,US DOLLAR,155.23,8.5,1.7,104.23
2014-08-07,US DOLLAR,155.23,8.5,1.7,104.63
2014-08-11,US DOLLAR,155.23,8.5,1.7,104.14
2014-08-13,US DOLLAR,155.23,8.5,1.7,102.05
2014-08-18,US DOLLAR,155.23,8.5,1.7,100.87
2014-08-19,US DOLLAR,155.23,8.5,1.7,99.58
2014-08-20,US DOLLAR,155.23,8.5,1.7,100.99
2014-08-21,US DOLLAR,155.23,8.5,1.7,100.3
2014-08-22,US DOLLAR,155.23,8.5,1.7,101.31
2014-08-25,US DOLLAR,155.23,8.5,1.7,100.98
2014-08-26,US DOLLAR,155.23,8.5,1.7,101.38
2014-08-27,US DOLLAR,155.23,8.5,1.7,101.13
2014-08-28,US DOLLAR,155.23,8.5,1.7,101.3
2014-08-29,US DOLLAR,155.23,8.5,1.7,101.74
2014-09-01,US DOLLAR,155.23,8.3,1.7,102.31
2014-09-02,US DOLLAR,155.23,8.3,1.7,101.39
2014-09-03,US DOLLAR,155.23,8.3,1.7,101.08
2014-09-04,US DOLLAR,155.23,8.3,1.7,102.07
2014-09-05,US DOLLAR,155.23,8.3,1.7,101.29
2014-09-08,US DOLLAR,155.24,8.3,1.7,99.51
2014-09-09,US DOLLAR,155.24,8.3,1.7,99.22
2014-09-10,US DOLLAR,155.24,8.3,1.7,98.07
2014-09-11,US DOLLAR,155.24,8.3,1.7,99.61
2014-09-12,US DOLLAR,155.24,8.3,1.7,97.86
2014-09-15,US DOLLAR,155.25,8.3,1.7,96.93
2014-09-16,US DOLLAR,155.25,8.3,1.7,98.21
2014-09-17,US DOLLAR,155.25,8.3,1.7,98.39
2014-09-18,US DOLLAR,155.25,8.3,1.7,98.13
2014-09-19,US DOLLAR,155.25,8.3,1.7,97.32
2014-09-22,US DOLLAR,155.25,8.3,1.7,97.22
2014-09-23,US DOLLAR,155.25,8.3,1.7,96.48
2014-09-24,US DOLLAR,155.25,8.3,1.7,95.24
2014-09-25,US DOLLAR,155.25,8.3,1.7,96.06
2014-09-26,US DOLLAR,155.25,8.3,1.7,96.11
2014-09-29,US DOLLAR,155.25,8.3,1.7,95.7
2014-09-30,US DOLLAR,155.25,8.3,1.7,96.77
2014-10-02,US DOLLAR,155.25,8.1,1.7,92.65
2014-10-03,US DOLLAR,155.25,8.1,1.7,92.81
2014-10-08,US DOLLAR,155.25,8.1,1.7,91.51
2014-10-09,US DOLLAR,155.25,8.1,1.7,91.42
2014-10-10,US DOLLAR,155.25,8.1,1.7,89.78
2014-10-13,US DOLLAR,155.25,8.1,1.7,88.85
2014-10-14,US DOLLAR,155.25,8.1,1.7,87.99
2014-10-15,US DOLLAR,155.26,8.1,1.7,84.96
2014-10-16,US DOLLAR,155.26,8.1,1.7,83.83
2014-10-17,US DOLLAR,155.26,8.1,1.7,87.21
2014-10-20,US DOLLAR,155.26,8.1,1.7,86.02
2014-10-21,US DOLLAR,155.26,8.1,1.7,86.63
2014-10-22,US DOLLAR,155.26,8.1,1.7,87.42
2014-10-24,US DOLLAR,155.26,8.1,1.7,86.58
2014-10-27,US DOLLAR,155.26,8.1,1.7,86.25
2014-10-28,US DOLLAR,155.26,8.1,1.7,86.83
2014-10-29,US DOLLAR,155.26,8.1,1.7,87.58
2014-10-30,US DOLLAR,155.26,8.1,1.7,86.95
2014-10-31,US DOLLAR,155.26,8.1,1.7,85.31
2014-11-03,US DOLLAR,155.28,7.9,1.3,86.14
2014-11-04,US DOLLAR,155.28,7.9,1.3,83.68
2014-11-05,US DOLLAR,155.3,7.9,1.3,83.12
2014-11-06,US DOLLAR,155.3,7.9,1.3,83.59
2014-11-07,US DOLLAR,155.3,7.9,1.3,83.97
2014-11-10,US DOLLAR,155.35,7.9,1.3,85.23
2014-11-11,US DOLLAR,155.35,7.9,1.3,82.7
2014-11-12,US DOLLAR,155.89,7.9,1.3,81.76
2014-11-13,US DOLLAR,155.89,7.9,1.3,79.78
2014-11-14,US DOLLAR,155.89,7.9,1.3,78.88
2014-11-17,US DOLLAR,156.09,7.9,1.3,78.02
2014-11-18,US DOLLAR,156.09,7.9,1.3,78.72
2014-11-19,US DOLLAR,157.91,7.9,1.3,78.58
2014-11-20,US DOLLAR,157.91,7.9,1.3,77.99
2014-11-21,US DOLLAR,157.91,7.9,1.3,80.79
2014-11-24,US DOLLAR,162.0,7.9,1.3,80.52
2014-11-25,US DOLLAR,162.0,7.9,1.3,80.3
2014-11-26,US DOLLAR,164.5,7.9,1.3,78.46
2014-11-27,US DOLLAR,164.5,7.9,1.3,76.22
2014-11-28,US DOLLAR,164.5,7.9,1.3,73.17
2014-12-01,US DOLLAR,167.5,8.0,0.8,70.06
2014-12-02,US DOLLAR,167.5,8.0,0.8,72.37
2014-12-03,US DOLLAR,167.5,8.0,0.8,71.56
2014-12-04,US DOLLAR,167.5,8.0,0.8,70.35
2014-12-05,US DOLLAR,167.5,8.0,0.8,69.55
2014-12-08,US DOLLAR,167.5,8.0,0.8,68.12
2014-12-09,US DOLLAR,167.5,8.0,0.8,66.58
2014-12-10,US DOLLAR,167.5,8.0,0.8,66.25
2014-12-11,US DOLLAR,167.5,8.0,0.8,64.88
2014-12-12,US DOLLAR,167.5,8.0,0.8,63.65
2014-12-15,US DOLLAR,167.5,8.0,0.8,63.45
2014-12-17,US DOLLAR,167.5,8.0,0.8,60.34
2014-12-18,US DOLLAR,167.5,8.0,0.8,62.8
2014-12-19,US DOLLAR,167.5,8.0,0.8,60.12
2014-12-22,US DOLLAR,167.5,8.0,0.8,61.4
2014-12-23,US DOLLAR,167.5,8.0,0.8,59.97
2014-12-24,US DOLLAR,167.5,8.0,0.8,60.26
2014-12-29,US DOLLAR,167.5,8.0,0.8,59.88
2014-12-30,US DOLLAR,167.5,8.0,0.8,57.46
2014-12-31,US DOLLAR,167.5,8.0,0.8,57.8
2015-01-05,US DOLLAR,167.5,8.2,-0.1,54.79
2015-01-06,US DOLLAR,167.5,8.2,-0.1,51.78
2015-01-07,US DOLLAR,167.5,8.2,-0.1,50.95
2015-01-08,US DOLLAR,167.5,8.2,-0.1,51.13
2015-01-09,US DOLLAR,167.5,8.2,-0.1,50.28
2015-01-12,US DOLLAR,167.5,8.2,-0.1,48.39
2015-01-13,US DOLLAR,167.5,8.2,-0.1,46.37
2015-01-14,US DOLLAR,167.5,8.2,-0.1,46.75
2015-01-15,US DOLLAR,167.5,8.2,-0.1,49.02
2015-01-16,US DOLLAR,167.5,8.2,-0.1,49.8
2015-01-19,US DOLLAR,167.5,8.2,-0.1,49.14
2015-01-20,US DOLLAR,167.5,8.2,-0.1,47.61
2015-01-21,US DOLLAR,167.5,8.2,-0.1,47.82
2015-01-22,US DOLLAR,167.5,8.2,-0.1,48.42
2015-01-23,US DOLLAR,167.5,8.2,-0.1,47.13
2015-01-26,US DOLLAR,167.5,8.2,-0.1,46.64
2015-01-27,US DOLLAR,167.5,8.2,-0.1,46.73
2015-01-28,US DOLLAR,167.5,8.2,-0.1,47.62
2015-01-29,US DOLLAR,167.5,8.2,-0.1,47.7
2015-01-30,US DOLLAR,167.5,8.2,-0.1,48.16
2015-02-02,US DOLLAR,167.5,8.4,0.0,51.7
2015-02-03,US DOLLAR,167.5,8.4,0.0,54.76
2015-02-04,US DOLLAR,167.5,8.4,0.0,55.1
2015-02-05,US DOLLAR,167.5,8.4,0.0,54.43
2015-02-06,US DOLLAR,167.5,8.4,0.0,57.39
2015-02-09,US DOLLAR,167.5,8.4,0.0,56.51
2015-02-10,US DOLLAR,167.5,8.4,0.0,56.83
2015-02-11,US DOLLAR,167.5,8.4,0.0,54.94
2015-02-12,US DOLLAR,167.5,8.4,0.0,54.77
2015-02-13,US DOLLAR,167.5,8.4,0.0,58.96
2015-02-16,US DOLLAR,167.5,8.4,0.0,60.76
2015-02-17,US DOLLAR,167.5,8.4,0.0,61.83
2015-02-18,US DOLLAR,167.5,8.4,0.0,61.39
2015-02-20,US DOLLAR,198.5,8.4,0.0,60.28
2015-02-23,US DOLLAR,198.5,8.4,0.0,59.76
2015-02-24,US DOLLAR,197.5,8.4,0.0,59.82
2015-02-25,US DOLLAR,197.5,8.4,0.0,59.91
2015-02-26,US DOLLAR,197.5,8.4,0.0,62.16
2015-02-27,US DOLLAR,197.5,8.4,0.0,61.89
2015-03-02,US DOLLAR,197.3,8.5,-0.1,61.88
2015-03-03,US DOLLAR,197.3,8.5,-0.1,60.93
2015-03-04,US DOLLAR,196.5,8.5,-0.1,60.64
2015-03-05,US DOLLAR,196.5,8.5,-0.1,60.7
2015-03-06,US DOLLAR,196.5,8.5,-0.1,60.59
2015-03-09,US DOLLAR,196.5,8.5,-0.1,58.78
2015-03-10,US DOLLAR,196.5,8.5,-0.1,57.44
2015-03-11,US DOLLAR,196.5,8.5,-0.1,56.35
2015-03-12,US DOLLAR,196.5,8.5,-0.1,58.02
2015-03-13,US DOLLAR,196.5,8.5,-0.1,56.35
2015-03-16,US DOLLAR,196.5,8.5,-0.1,53.28
2015-03-17,US DOLLAR,196.5,8.5,-0.1,52.63
2015-03-18,US DOLLAR,196.5,8.5,-0.1,52.81
2015-03-19,US DOLLAR,196.5,8.5,-0.1,54.32
2015-03-20,US DOLLAR,196.5,8.5,-0.1,53.72
2015-03-23,US DOLLAR,196.5,8.5,-0.1,54.44
2015-03-24,US DOLLAR,196.5,8.5,-0.1,55.14
2015-03-25,US DOLLAR,196.5,8.5,-0.1,54.66
2015-03-26,US DOLLAR,196.5,8.5,-0.1,57.32
2015-03-27,US DOLLAR,196.5,8.5,-0.1,57.35
2015-03-30,US DOLLAR,196.5,8.5,-0.1,55.3
2015-03-31,US DOLLAR,196.5,8.5,-0.1,54.66
2015-04-01,US DOLLAR,196.5,8.7,-0.2,54.58
2015-04-02,US DOLLAR,196.5,8.7,-0.2,56.3
2015-04-07,US DOLLAR,196.5,8.7,-0.2,58.16
2015-04-08,US DOLLAR,196.5,8.7,-0.2,58.36
2015-04-09,US DOLLAR,196.5,8.7,-0.2,57.33
2015-04-10,US DOLLAR,196.5,8.7,-0.2,57.47
2015-04-13,US DOLLAR,196.5,8.7,-0.2,59.06
2015-04-14,US DOLLAR,196.5,8.7,-0.2,58.64
2015-04-15,US DOLLAR,196.5,8.7,-0.2,59.84
2015-04-16,US DOLLAR,196.5,8.7,-0.2,63.39
2015-04-20,US DOLLAR,196.5,8.7,-0.2,61.79
2015-04-21,US DOLLAR,196.5,8.7,-0.2,61.78
2015-04-22,US DOLLAR,196.5,8.7,-0.2,60.57
2015-04-23,US DOLLAR,196.5,8.7,-0.2,61.73
2015-04-24,US DOLLAR,196.5,8.7,-0.2,64.23
2015-04-27,US DOLLAR,196.5,8.7,-0.2,64.0
2015-04-28,US DOLLAR,196.5,8.7,-0.2,63.86
2015-04-29,US DOLLAR,196.5,8.7,-0.2,63.59
2015-04-30,US DOLLAR,196.5,8.7,-0.2,65.32
2015-05-04,US DOLLAR,196.5,9.0,0.0,65.79
2015-05-05,US DOLLAR,196.5,9.0,0.0,66.44
2015-05-06,US DOLLAR,196.5,9.0,0.0,67.46
2015-05-08,US DOLLAR,196.5,9.0,0.0,65.07
2015-05-11,US DOLLAR,196.5,9.0,0.0,64.54
2015-05-12,US DOLLAR,196.5,9.0,0.0,65.24
2015-05-13,US DOLLAR,196.5,9.0,0.0,66.86
2015-05-14,US DOLLAR,196.5,9.0,0.0,66.76
2015-05-15,US DOLLAR,196.5,9.0,0.0,65.59
2015-05-18,US DOLLAR,196.5,9.0,0.0,66.17
2015-05-19,US DOLLAR,196.5,9.0,0.0,65.06
2015-05-20,US DOLLAR,196.5,9.0,0.0,64.62
2015-05-21,US DOLLAR,196.5,9.0,0.0,65.79
2015-05-22,US DOLLAR,196.5,9.0,0.0,64.84
2015-05-25,US DOLLAR,196.5,9.0,0.0,64.59
2015-05-26,US DOLLAR,196.5,9.0,0.0,63.63
2015-05-27,US DOLLAR,196.5,9.0,0.0,62.39
2015-05-28,US DOLLAR,196.5,9.0,0.0,61.28
2015-06-01,US DOLLAR,196.45,9.2,0.1,64.44
2015-06-03,US DOLLAR,196.45,9.2,0.1,63.74
2015-06-04,US DOLLAR,196.45,9.2,0.1,62.62
2015-06-05,US DOLLAR,196.45,9.2,0.1,60.75
2015-06-08,US DOLLAR,196.4,9.2,0.1,61.81
2015-06-09,US DOLLAR,196.4,9.2,0.1,63.3
2015-06-10,US DOLLAR,196.4,9.2,0.1,65.14
2015-06-11,US DOLLAR,196.4,9.2,0.1,64.96
2015-06-12,US DOLLAR,196.4,9.2,0.1,64.03
2015-06-15,US DOLLAR,196.4,9.2,0.1,62.61
2015-06-16,US DOLLAR,196.4,9.2,0.1,62.22
2015-06-17,US DOLLAR,196.4,9.2,0.1,62.04
2015-06-18,US DOLLAR,196.4,9.2,0.1,61.79
2015-06-19,US DOLLAR,196.4,9.2,0.1,60.72
2015-06-22,US DOLLAR,196.4,9.2,0.1,60.33
2015-06-23,US DOLLAR,196.4,9.2,0.1,61.97
2015-06-24,US DOLLAR,196.4,9.2,0.1,62.51
2015-06-25,US DOLLAR,196.4,9.2,0.1,61.51
2015-06-26,US DOLLAR,196.4,9.2,0.1,60.42
2015-07-01,US DOLLAR,196.45,9.2,0.2,60.8
2015-07-02,US DOLLAR,196.45,9.2,0.2,61.72
2015-07-03,US DOLLAR,196.45,9.2,0.2,60.73
2015-07-06,US DOLLAR,196.45,9.2,0.2,57.84
2015-07-07,US DOLLAR,196.45,9.2,0.2,55.94
2015-07-08,US DOLLAR,196.45,9.2,0.2,56.15
2015-07-09,US DOLLAR,196.45,9.2,0.2,57.49
2015-07-10,US DOLLAR,196.45,9.2,0.2,58.21
2015-07-13,US DOLLAR,196.45,9.2,0.2,57.57
2015-07-14,US DOLLAR,196.45,9.2,0.2,56.67
2015-07-15,US DOLLAR,196.45,9.2,0.2,57.76
2015-07-16,US DOLLAR,196.45,9.2,0.2,57.26
2015-07-21,US DOLLAR,196.5,9.2,0.2,56.51
2015-07-22,US DOLLAR,196.5,9.2,0.2,56.0
2015-07-23,US DOLLAR,196.5,9.2,0.2,55.96
2015-07-24,US DOLLAR,196.5,9.2,0.2,54.2
2015-07-27,US DOLLAR,196.5,9.2,0.2,53.81
2015-07-28,US DOLLAR,196.5,9.2,0.2,53.42
2015-07-29,US DOLLAR,196.5,9.2,0.2,53.86
2015-07-30,US DOLLAR,196.5,9.2,0.2,54.76
2015-07-31,US DOLLAR,196.5,9.2,0.2,53.57
2015-08-03,US DOLLAR,196.5,9.3,0.2,51.65
2015-08-04,US DOLLAR,196.5,9.3,0.2,49.9
2015-08-05,US DOLLAR,196.5,9.3,0.2,49.67
2015-08-06,US DOLLAR,196.5,9.3,0.2,48.6
2015-08-07,US DOLLAR,196.5,9.3,0.2,49.67
2015-08-10,US DOLLAR,196.5,9.3,0.2,48.23
2015-08-11,US DOLLAR,196.5,9.3,0.2,48.65
2015-08-12,US DOLLAR,196.5,9.3,0.2,48.61
2015-08-13,US DOLLAR,196.5,9.3,0.2,49.07
2015-08-14,US DOLLAR,196.5,9.3,0.2,48.17
2015-08-17,US DOLLAR,196.5,9.3,0.2,48.44
2015-08-18,US DOLLAR,196.5,9.3,0.2,47.54
2015-08-19,US DOLLAR,196.5,9.3,0.2,47.4
2015-08-20,US DOLLAR,196.5,9.3,0.2,45.29
2015-08-21,US DOLLAR,196.5,9.3,0.2,44.8
2015-08-24,US DOLLAR,196.5,9.3,0.2,42.54
2015-08-25,US DOLLAR,196.5,9.3,0.2,42.54
2015-08-26,US DOLLAR,196.5,9.3,0.2,41.91
2015-08-27,US DOLLAR,196.5,9.3,0.2,43.79
2015-08-28,US DOLLAR,196.5,9.3,0.2,46.56
2015-08-31,US DOLLAR,196.5,9.3,0.2,49.66
2015-09-01,US DOLLAR,196.5,9.4,0.0,50.72
2015-09-02,US DOLLAR,196.5,9.4,0.0,47.75
2015-09-03,US DOLLAR,196.5,9.4,0.0,50.34
2015-09-04,US DOLLAR,196.5,9.4,0.0,49.34
2015-09-07,US DOLLAR,196.5,9.4,0.0,47.96
2015-09-08,US DOLLAR,196.5,9.4,0.0,47.67
2015-09-09,US DOLLAR,196.5,9.4,0.0,49.05
2015-09-10,US DOLLAR,196.5,9.4,0.0,47.85
2015-09-11,US DOLLAR,196.5,9.4,0.0,47.27
2015-09-14,US DOLLAR,196.5,9.4,0.0,46.86
2015-09-15,US DOLLAR,196.5,9.4,0.0,46.22
2015-09-16,US DOLLAR,196.5,9.4,0.0,47.47
2015-09-17,US DOLLAR,196.5,9.4,0.0,48.96
2015-09-18,US DOLLAR,196.5,9.4,0.0,48.61
2015-09-22,US DOLLAR,196.5,9.4,0.0,47.67
2015-09-23,US DOLLAR,196.5,9.4,0.0,48.67
2015-09-28,US DOLLAR,196.5,9.4,0.0,47.14
2015-09-29,US DOLLAR,196.5,9.4,0.0,47.12
2015-09-30,US DOLLAR,196.45,9.4,0.0,47.91
2015-10-02,US DOLLAR,196.45,9.3,0.2,47.15
